guid,country,country:de,country:es,country:fr,country:nb,country info,country info:de,country info:es,country info:fr,country info:nb,capital,capital:de,capital:es,capital:fr,capital:nb,capital info,capital info:de,capital info:es,capital info:fr,capital info:nb,capital hint,capital hint:de,capital hint:es,capital hint:fr,capital hint:nb,flag,flag similarity,flag similarity:de,flag similarity:es,flag similarity:fr,flag similarity:nb,map,tags
lmRujD!(A7,Ecuador,Ecuador,Ecuador,Équateur,Ecuador,,,,,,Quito,Quito,Quito,Quito,Quito,,,,,,,,,,,"<img src=""ug-flag-ecuador.png"" />",Colombia (no coat of arms),Kolumbien (kein Wappen),Colombia (sin escudo),Colombie (pas de blason),Colombia (uten våpenskjold),"<img src=""ug-map-ecuador.png"" />","UG::South_America, UG::Sovereign_State"
q:XyGf#>Wg,Guyana,Guyana,Guyana,Guyana,Guyana,,,,,,Georgetown,Georgetown,Georgetown,Georgetown,Georgetown,,,,,,,,,,,"<img src=""ug-flag-guyana.svg"" />",,,,,,"<img src=""ug-map-guyana.png"" />","UG::South_America, UG::Sovereign_State"
s#:aIK$9^x,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,,,,,,Asunción,Asunción,Asunción,Asuncion,Asunción,,,,,,,,,,,"<img src=""ug-flag-paraguay-blur.svg"" /><img src=""ug-flag-paraguay.svg"" />",,,,,,"<img src=""ug-map-paraguay.png"" />","UG::South_America, UG::Sovereign_State"
jBd@A?>g|},Peru,Peru,Perú,Pérou,Peru,,,,,,Lima,Lima,Lima,Lima,Lima,,,,,,,,,,,"<img src=""ug-flag-peru.png"" />",,,,,,"<img src=""ug-map-peru.png"" />","UG::South_America, UG::Sovereign_State"
koI(}OyJ:@,Suriname,Suriname,Surinam,Suriname,Surinam,,Auch Surinam.,,,,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,,,,,,,,,,,"<img src=""ug-flag-suriname.svg"" />",,,,,,"<img src=""ug-map-suriname.png"" />","UG::South_America, UG::Sovereign_State"
e?gIaPc$Ox,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,,,,,,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,,,,,,,,,,,"<img src=""ug-flag-uruguay.svg"" />",,,,,,"<img src=""ug-map-uruguay.png"" />","UG::South_America, UG::Sovereign_State"
o#&RMA_REo,Venezuela,Venezuela,Venezuela,Venezuela,Venezuela,,,,,,Caracas,Caracas,Caracas,Caracas,Caracas,,,,,,,,,,,"<img src=""ug-flag-venezuela.png"" />",,,,,,"<img src=""ug-map-venezuela.png"" />","UG::South_America, UG::Sovereign_State"
s4E?ZF[E<>,Cook Islands,Cookinseln,Islas Cook,Îles Cook,Cookøyene,,,,,,Avarua,Avarua,Avarua,Avarua,Avarua,,,,,,,,,,,"<img src=""ug-flag-cook_islands.svg"" />",,,,,,"<img src=""ug-map-cook_islands.png"" />","UG::Oceania, UG::Sovereign_State"
k1]FH+s8j@,Federated States of Micronesia,Föderierte Staaten von Mikronesien,Estados Federados de Micronesia,États fédérés de Micronésie,Mikronesiaføderasjonen,,,,,,Palikir,Palikir,Palikir,Palikir,Palikir,,,,,,,,,,,"<img src=""ug-flag-federated_states_of_micronesia.svg"" />",,,,,,"<img src=""ug-map-federated_states_of_micronesia.png"" />","UG::Oceania, UG::Sovereign_State"
dWA49p}F{k,Guam,Guam,Guam,Guam,Guam,Unincorporated territory of the United States.,Nichtinkorporiertes US-amerikanisches Außengebiet.,Territorio no incorporado de los Estados Unidos.,Territoire non incorporé des États-Unis.,Uinnlemmet territorium i USA.,Hagåtña,Hagåtña,Agaña,Hagåtña,Hagåtña,,,,,,,,,,,"<img src=""ug-flag-guam-blur.svg"" /><img src=""ug-flag-guam.svg"" />",,,,,,"<img src=""ug-map-guam.png"" />",UG::Oceania
K*b}<I3(~,Vanuatu,Vanuatu,Vanuatu,Vanuatu,Vanuatu,,,,,,Port Vila,Port Vila,Port Vila,Port-Vila,Vila,,,,,,,,,,,"<img src=""ug-flag-vanuatu.svg"" />",,,,,,"<img src=""ug-map-vanuatu.png"" />","UG::Oceania, UG::Sovereign_State"
e?h=Xhs+K&,Canada,Kanada,Canadá,Canada,Canada,,,,,,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,,,,,,,,,,,"<img src=""ug-flag-canada.svg"" />",,,,,,"<img src=""ug-map-canada.png"" />","UG::North_America, UG::Sovereign_State"
b@M[XTc?}5,United States of America,Vereinigte Staaten von Amerika,Estados Unidos,États-Unis,USA,,,,,Også kjent som De forente stater eller Sambandsstatene,"Washington, D.C.","Washington, D.C.",Washington D. C.,Washington,"Washington, D.C.",,,,,,,,,,,"<img src=""ug-flag-united_states_of_america.svg"" />",,,,,,"<img src=""ug-map-united_states_of_america.png"" />","UG::North_America, UG::Sovereign_State"
sxOMs+bE8@,Mexico,Mexiko,México,Mexique,Mexico,,,,,,Mexico City,Mexiko-Stadt,Ciudad de México,Mexico,Mexico by,,,,,,,,,,,"<img src=""ug-flag-mexico.png"" />",,,,,,"<img src=""ug-map-mexico.png"" />","UG::North_America, UG::Sovereign_State"
t3aZXtpNyi,Puerto Rico,Puerto Rico,Puerto Rico,Porto Rico,Puerto Rico,Unincorporated territory of the United States.,Nichtinkorporiertes US-amerikanisches Außengebiet.,Territorio no incorporado de los Estados Unidos.,Territoire non incorporé des États-Unis.,Uinnlemmet territorium i USA.,San Juan,San Juan,San Juan,San Juan,San Juan,,,,,,,,,,,"<img src=""ug-flag-puerto_rico.svg"" />","Cuba (red triangle, blue stripes)","Kuba (rotes Dreieck, blaue Streifen)","Cuba (triángulo rojo, bandas azules)","Cuba (triangle rouge, bandes bleues)","Cuba (rød trekant, blå striper)","<img src=""ug-map-puerto_rico.png"" />","UG::Caribbean, UG::North_America"
rPekx@n9:L,Cuba,Kuba,Cuba,Cuba,Cuba,,,,,,Havana,Havanna,La Habana,La Havane,Havanna,,,,,,,,,,,"<img src=""ug-flag-cuba.svg"" />","Puerto Rico (blue triangle, red stripes)","Puerto Rico (blaues Dreieck, rote Streifen)","Puerto Rico (triángulo azul, bandas rojas)","Puerto Rico (triangle bleu, bandes rouges)","Puerto Rico (blå trekant, røde striper)","<img src=""ug-map-cuba.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
lAxH.CfJB@,Dominican Republic,Dominikanische Republik,República Dominicana,République dominicaine,Den dominikanske republikk,,,,,,Santo Domingo,Santo Domingo,Santo Domingo,Saint-Domingue,Santo Domingo,,,,,,,,,,,"<img src=""ug-flag-dominican_republic.png"" />",,,,,,"<img src=""ug-map-dominican_republic.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
hZ/V/D&rO`,Haiti,Haiti,Haití,Haïti,Haiti,,,,,,Port-au-Prince,Port-au-Prince,Puerto Príncipe,Port-au-Prince,Port-au-Prince,,,,,,,,,,,"<img src=""ug-flag-haiti.svg"" />",,,,,,"<img src=""ug-map-haiti.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
h&`>n98~V1,Jamaica,Jamaika,Jamaica,Jamaïque,Jamaica,,,,,,Kingston,Kingston,Kingston,Kingston,Kingston,,,,,,,,,,,"<img src=""ug-flag-jamaica.svg"" />",,,,,,"<img src=""ug-map-jamaica.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
t50y/[AEhF,Trinidad and Tobago,Trinidad und Tobago,Trinidad y Tobago,Trinité-et-Tobago,Trinidad og Tobago,,,,,,Port of Spain,Port of Spain,Puerto España,Port-d'Espagne,Port of Spain,,,,,,,,,,,"<img src=""ug-flag-trinidad_and_tobago.svg"" />",,,,,,"<img src=""ug-map-trinidad_and_tobago.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
gBCR?!O*;E,Bermuda,Bermuda,Bermudas,Bermudes,Bermuda,Overseas territory of the United Kingdom.,Britisches Überseegebiet.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Selvstyrt britisk oversjøisk territorium.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-bermuda.png"" />","UG::Caribbean, UG::North_America"
tTnCoO/*tk,Guadeloupe,Guadeloupe,Guadalupe,Guadeloupe,Guadeloupe,Overseas department of France.,Übersee-Département von Frankreich.,Departamento de ultramar de Francia.,Département français d'outre-mer.,Fransk oversjøisk departement.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-guadeloupe.png"" />","UG::Caribbean, UG::North_America"
W5?6yQZD2,The Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,,,,,,Nassau,Nassau,Nasáu,Nassau,Nassau,,,,,,,,,,,"<img src=""ug-flag-the_bahamas.svg"" />",,,,,,"<img src=""ug-map-the_bahamas.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
e{e8vi@^PY,Barbados,Barbados,Barbados,Barbade,Barbados,,,,,,Bridgetown,Bridgetown,Bridgetown,Bridgetown,Bridgetown,,,,,,,,,,,"<img src=""ug-flag-barbados.svg"" />",,,,,,"<img src=""ug-map-barbados.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
tcneuK7v%`,Belize,Belize,Belice,Belize,Belize,,,,,,Belmopan,Belmopan,Belmopán,Belmopan,Belmopan,,,,,,,,,,,"<img src=""ug-flag-belize.png"" />",,,,,,"<img src=""ug-map-belize.png"" />","UG::North_America, UG::Sovereign_State"
uH*Q(mcRt5,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,,,,,,San José,San José,San José,San José,San José,,,,,,,,,,,"<img src=""ug-flag-costa_rica.png"" />",,,,,,"<img src=""ug-map-costa_rica.png"" />","UG::North_America, UG::Sovereign_State"
k$1_yaF?9#,El Salvador,El Salvador,El Salvador,Salvador,El Salvador,,,,,,San Salvador,San Salvador,San Salvador,San Salvador,San Salvador,,,,,,,,,,,"<img src=""ug-flag-el_salvador-blur.png"" /><img src=""ug-flag-el_salvador.png"" />","Nicaragua (different coat of arms, slightly lighter blue)","Nicaragua (anderes Wappen, etwas helleres Blau)","Nicaragua (escudo diferente, azul ligeramente más claro)","Nicaragua (blason différent, bleu légèrement plus clair)","Nicaragua (annerledes våpenskjold, noe lysere blå)","<img src=""ug-map-el_salvador.png"" />","UG::North_America, UG::Sovereign_State"
dUZ^=SE5BG,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,,,,,,Guatemala City,Guatemala-Stadt,Ciudad de Guatemala,Guatemala,Guatemala by,,,,,,,,,,,"<img src=""ug-flag-guatemala.png"" />",,,,,,"<img src=""ug-map-guatemala.png"" />","UG::North_America, UG::Sovereign_State"
t_h*fbN#:(,Honduras,Honduras,Honduras,Honduras,Honduras,,,,,,Tegucigalpa,Tegucigalpa,Tegucigalpa,Tegucigalpa,Tegucigalpa,,,,,,,,,,,"<img src=""ug-flag-honduras.svg"" />",,,,,,"<img src=""ug-map-honduras.png"" />","UG::North_America, UG::Sovereign_State"
q=w[<m2Bk&,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Nicaragua,,,,,,Managua,Managua,Managua,Managua,Managua,,,,,,,,,,,"<img src=""ug-flag-nicaragua-blur.svg"" /><img src=""ug-flag-nicaragua.svg"" />","El Salvador (different coat of arms, slightly darker blue)","El Salvador (anderes Wappen, etwas dunkleres Blau)","El Salvador (escudo diferente, azul ligeramente más oscuro)","Salvador (blason différent, bleu légèrement plus foncé)","El Salvador (annerledes våpenskjold, noe mørkere blå)","<img src=""ug-map-nicaragua.png"" />","UG::North_America, UG::Sovereign_State"
vpOTK6tMr@,Panama,Panama,Panamá,Panama,Panama,,,,,,Panama City,Panama-Stadt,Ciudad de Panamá,Panama,Panama by,,,,,,,,,,,"<img src=""ug-flag-panama.svg"" />",,,,,,"<img src=""ug-map-panama.png"" />","UG::North_America, UG::Sovereign_State"
m2F|cUkKhv,Antigua and Barbuda,Antigua und Barbuda,Antigua y Barbuda,Antigua-et-Barbuda,Antigua og Barbuda,,,,,,St. John's,Saint John’s,Saint John,Saint John's,Saint John’s,,,,,,,,,,,"<img src=""ug-flag-antigua_and_barbuda.svg"" />",,,,,,"<img src=""ug-map-antigua_and_barbuda.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
k}4/oj#$~s,Dominica,Dominica,Dominica,Dominique,Dominica,,,,,,Roseau,Roseau,Roseau,Roseau,Roseau,,,,,,,,,,,"<img src=""ug-flag-dominica.svg"" />",,,,,,"<img src=""ug-map-dominica.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
va/ky=f5pK,Saint Vincent and the Grenadines,St. Vincent und die Grenadinen,San Vicente y las Granadinas,Saint-Vincent-et-les-Grenadines,Saint Vincent og Grenadinene,,,,,,Kingstown,Kingstown,Kingstown,Kingstown,Kingstown,,,,,,,,,,,"<img src=""ug-flag-saint_vincent_and_the_grenadines.svg"" />",,,,,,"<img src=""ug-map-saint_vincent_and_the_grenadines.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
"c,5(mUGzYT",Somalia,Somalia,Somalia,Somalie,Somalia,,,,,,Mogadishu,Mogadischu,Mogadiscio,Mogadiscio,Mogadishu,,,,,,,,,,,"<img src=""ug-flag-somalia.svg"" />",,,,,,"<img src=""ug-map-somalia.png"" />","UG::Africa, UG::East_Africa, UG::Sovereign_State"
gp[h@]y13l,Zanzibar,Sansibar,Zanzíbar,Zanzibar,Zanzibar,Semi-autonomous region of Tanzania.,Halbautonomer Teilstaat von Tansania.,Región semiautónoma de Tanzania.,Région autonome de Tanzanie.,Delvis selvstendig stat i Tanzania.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-zanzibar.png"" />",UG::Africa
gx:;za!?C9,Ghana,Ghana,Ghana,Ghana,Ghana,,,,,,Accra,Accra,Acra,Accra,Accra,,,,,,,,,,,"<img src=""ug-flag-ghana.svg"" />",Bolivia (coat of arms instead of star),Bolivien (Wappen anstatt Stern),Bolivia (escudo en lugar de la estrella),Bolivie (blason à la place de l'étoile),Bolivia (våpenskjold i stedet for stjerne),"<img src=""ug-map-ghana.png"" />","UG::Africa, UG::Sovereign_State, UG::West_Africa"
r]*Ioa%$bK,Guinea,Guinea,Guinea,Guinée,Guinea,,,,,,Conakry,Conakry,Conakri,Conakry,Conakry,,,,,,,,,,,"<img src=""ug-flag-guinea.svg"" />","Mali (red and green flipped, slightly brighter green)","Mali (Rot und Grün vertauscht, etwas helleres Grün)","Malí (rojo y azul intercambiados, verde ligeramente más vivo)","Mali (rouge et vert inversés, vert légèrement plus clair)",Mali (byttet plass på rødt og grønt; noe lysere grønn),"<img src=""ug-map-guinea.png"" />","UG::Africa, UG::Sovereign_State, UG::West_Africa"
)Y}Qy.3GK,New Zealand,Neuseeland,Nueva Zelanda,Nouvelle-Zélande,New Zealand,,,,,,Wellington,Wellington,Wellington,Wellington,Wellington,,,,,,,,,,,"<img src=""ug-flag-new_zealand.svg"" />","Australia (white stars, two more stars)","Australien (weiße Sterne, zwei weitere Sterne)","Australia (estrellas blancas, dos estrellas más)","Australie (étoiles blanches, deux étoiles de plus)",Australia (hvite stjerner og to ekstra stjerner),"<img src=""ug-map-new_zealand.png"" />","UG::Oceania, UG::Sovereign_State"
lH^2D]w;[H,French Polynesia,Französisch-Polynesien,Polinesia Francesa,Polynésie française,Fransk Polynesia,Overseas territory of France.,Französisches Überseegebiet.,Territorio de ultramar de Francia.,Collectivité française d'outre-mer.,Fransk oversjøisk land.,Papeete,Papeete,Papeete,Papeete,Papeete,,,,,,,,,,,"<img src=""ug-flag-french_polynesia.svg"" />",,,,,,"<img src=""ug-map-french_polynesia.png"" />",UG::Oceania
qx%>fB$d+$,Philippines,Philippinen,Filipinas,Philippines,Filippinene,,,,,,Manila,Manila,Manila,Manille,Manila,,,,,,,,,,,"<img src=""ug-flag-philippines.svg"" />",,,,,,"<img src=""ug-map-philippines.png"" />","UG::Asia, UG::Southeast_Asia, UG::Sovereign_State"
libliptkB4,Kosovo,Kosovo,Kosovo,Kosovo,Kosovo,Partially recognised state claimed by Serbia.,"Teilweise anerkannter Staat, von Serbien beansprucht.",Estado parcialmente reconocido reclamado por Serbia.,État partiellement reconnu revendiqué par la Serbie.,Delvis anerkjent stat som Serbia gjør krav på.,Pristina,Pristina,Pristina,Pristina,Pristina,,,,,,,,,,,"<img src=""ug-flag-kosovo.svg"" />",,,,,,"<img src=""ug-map-kosovo.png"" />","UG::Europe, UG::Sovereign_State"
jrM28*HbyG,Libya,Libyen,Libia,Libye,Libya,,,,,,Tripoli,Tripolis,Trípoli,Tripoli,Tripoli,,,,,,,,,,,"<img src=""ug-flag-libya.svg"" />",,,,,,"<img src=""ug-map-libya.png"" />","UG::Africa, UG::Mediterranean, UG::Sovereign_State"
r?E$4f-d0/,Palau,Palau,Palaos,Palaos,Palau,,,,,,Ngerulmud,Ngerulmud,Ngerulmud,Melekeok,Ngerulmud,,,,,,,,,,,"<img src=""ug-flag-palau.svg"" />",,,,,,"<img src=""ug-map-palau.png"" />","UG::Oceania, UG::Sovereign_State"
leh^fmrt*#,Saint Lucia,St. Lucia,Santa Lucía,Sainte-Lucie,Saint Lucia,,,,,,Castries,Castries,Castries,Castries,Castries,,,,,,,,,,,"<img src=""ug-flag-saint_lucia.svg"" />",,,,,,"<img src=""ug-map-saint_lucia.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
O~pXkAbd3,Bali,Bali,Bali,Bali,Bali,Island of Indonesia.,Insel von Indonesien.,Isla de Indonesia.,Île d'Indonésie.,Øy i Indonesia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-bali.png"" />",UG::Asia
f*LO~>!0PN,Grenada,Grenada,Granada,Grenade,Grenada,,,,,,St. George's,St. George's,Saint George,Saint-Georges,St. George's,,,,,,,,,,,"<img src=""ug-flag-grenada.svg"" />",,,,,,"<img src=""ug-map-grenada.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
q[}7hk(+=e,British Virgin Islands,Britische Jungferninseln,Islas Vírgenes Británicas,Îles Vierges britanniques,De britiske Jomfruøyer,Overseas territory of the United Kingdom.,Britisches Überseegebiet.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Selvstyrt britisk oversjøisk territorium i Karibia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-british_virgin_islands.png"" />","UG::Caribbean, UG::North_America"
q7do-wLx%E,Turks and Caicos Islands,Turks- und Caicosinseln,Islas Turcas y Caicos,Îles Turques-et-Caïques,Turks- og Caicosøyene,Overseas territory of the United Kingdom.,Auch Turks &amp; Caicos. Britisches Überseegebiet.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Selvstyrt britisk oversjøisk territorium i Karibia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-turks_and_caicos_islands.png"" />","UG::Caribbean, UG::North_America"
vwc3}.=Z#&,Cayman Islands,Cayman Islands (Kaimaninseln),Islas Caimán,Îles Caïmans,Caymanøyene,Overseas territory of the United Kingdom.,Überseegebiet des Vereinigten Königreichs.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Selvstyrt britisk oversjøisk territorium i Karibia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-cayman_islands.png"" />","UG::Caribbean, UG::North_America"
e<X;[vACXC,Anguilla,Anguilla,Anguila,Anguilla,Anguilla,Overseas territory of the United Kingdom.,Britisches Überseegebiet.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Selvstyrt britisk oversjøisk territorium i Karibia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-anguilla.png"" />","UG::Caribbean, UG::North_America"
"j=L,YBvsBk",Azores,Azoren (Habichtsinseln),Azores,Açores,Asorene,Autonomous region of Portugal.,Autonome Region von Portugal.,Región autónoma de Portugal.,Région autonome du Portugal.,Selvstyrt region i Portugal.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-azores.png"" />",UG::Europe
oa87&PB&Bm,Curaçao,Curaçao,Curazao,Curaçao,Curaçao,Constituent country of the Kingdom of the Netherlands.,Autonomes Land innerhalb des Königreichs der Niederlande.,Nación constitutiva del Reino de los Países Bajos.,État autonome du royaume des Pays-Bas.,"«Land» som sammen med Nederland, Aruba og Sint Maarten utgjør føderasjonen Kongeriket Nederlandene. ",Willemstad,Willemstad,Willemstad,Willemstad,Willemstad,,,,,,,,,,,"<img src=""ug-flag-curacao.svg"" />",Nauru (single star below yellow band),Nauru (einzelner Stern unter gelbem Band),Nauru (una sola estrella debajo de la banda amarilla),Nauru (une seule étoile sous la bande jaune),Nauru (en enkelt stjerne under et gult bånd),"<img src=""ug-map-curacao.png"" />","UG::Caribbean, UG::North_America"
b^Try&me1A,French Guiana,Französisch-Guayana,Guayana Francesa,Guyane,Fransk Guyana,Overseas department of France.,Französisches Überseegebiet.,Departamento de ultramar de Francia.,Département français d'outre-mer.,Fransk oversjøisk departement og del av EU.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-french_guiana.png"" />",UG::South_America
o``:?0>/yz,Gibraltar,Gibraltar,Gibraltar,Gibraltar,Gibraltar,Overseas territory of the United Kingdom.,Britisches Überseegebiet.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Britisk kronkoloni.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-gibraltar.png"" />","UG::Europe, UG::Mediterranean"
pz(G*<F93/,Guernsey,Guernsey,Guernsey,Guernesey,Guernsey,Crown dependency of the United Kingdom.,Kronbesitz der britischen Krone.,Dependencia de la Corona británica.,Dépendance de la Couronne britannique.,Kanaløy underlagt britisk kronbesittelse.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-guernsey.png"" />",UG::Europe
cV4idO^r8W,Isle of Man,Isle of Man,Isla de Man,Île de Man,Man,Crown dependency of the United Kingdom.,Kronbesitz der britischen Krone.,Dependencia de la Corona británica.,Dépendance de la Couronne britannique.,Også kalt Isle of Man. Kanaløy underlagt britisk kronbesittelse. Hverken del av Storbritannia eller EU.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-isle_of_man.png"" />",UG::Europe
m*PYE=#wr^,Jersey,Jersey,Jersey,Jersey,Jersey,Crown dependency of the United Kingdom.,Kronbesitz der britischen Krone.,Dependencia de la Corona británica.,Dépendance de la Couronne britannique.,Kanaløy underlagt britisk kronbesittelse.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-jersey.png"" />",UG::Europe
sXzvT.g31p,Kiribati,Kiribati,Kiribati,Kiribati,Kiribati,,,,,,Tarawa,Tarawa,Tarawa,Tarawa,Bairiki (på Tarawa øy),,,,,Mange regner Bairiki som Kiribatis hovedstad (også Utenriksdepartementet i Norge) fordi både parlamentet og presidenten en gang hadde sete der. Siden år 2000 har parlamentet og departementer blitt spredd utover Syd-Tarawa.,,,,,,"<img src=""ug-flag-kiribati.svg"" />",,,,,,"<img src=""ug-map-kiribati.png"" />","UG::Oceania, UG::Sovereign_State"
mq)8`hi{hb,Macau,Macau,Macao,Macao,Macao,Special Administrative Region of China.,Sonderverwaltungszone der Volksrepublik China.,Región administrativa especial de China.,Région administrative spéciale de Chine.,Også kalt Macau. Spesiell administrativ region i Kina.,,,,,,,,,,,,,,,,"<img src=""ug-flag-macau.svg"" />",,,,,,"<img src=""ug-map-macau.png"" />",UG::Asia
h}lnSN_f$_,Madeira,Autonome Region Madeira,Madeira,Madère,Madeira,Autonomous region of Portugal.,Autonome Region von Portugal.,Región autónoma de Portugal.,Région autonome du Portugal.,Selvstyrt region i Portugal.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-madeira.png"" />",UG::Europe
"eT<gzg?q,r",Marshall Islands,Marshallinseln,Islas Marshall,Îles Marshall,Marshalløyene,,,,,,Majuro,Majuro,Majuro,Majuro,Majuro,,,,,,,,,,,"<img src=""ug-flag-marshall_islands.svg"" />",,,,,,"<img src=""ug-map-marshall_islands.png"" />","UG::Oceania, UG::Sovereign_State"
vE[T$`n9T),Nauru,Nauru,Nauru,Nauru,Nauru,,,,,,Yaren,Yaren,Yaren,Yaren,Yaren,Nauru has no official capital; the Yaren District is the de facto capital.,Nauru hat keine offizielle Hauptstadt; der Yaren District ist der Regierungssitz.,Nauru no tiene capital oficial; el distrito de Yaren es la capital de facto.,Nauru n'a pas de capitale officielle ; le district de Yaren est la capitale de fait.,Nauru har ingen offisiell hovedstad; Yaren er regjeringssete.,,,,,,"<img src=""ug-flag-nauru.svg"" />",Curaçao (two stars in top-left corner),Curacao (zwei Sterne in der oberen linken Ecke),Curazao (dos estrellas en la esquina de arriba a la izquierda),Curaçao (deux étoiles en haut à gauche),Curaçao (to stjerner i øverste venstre hjørne),"<img src=""ug-map-nauru.png"" />","UG::Oceania, UG::Sovereign_State"
tj&bK}%P!F,New Caledonia,Neukaledonien,Nueva Caledonia,Nouvelle-Calédonie,Ny-Caledonia,Overseas territory of France.,Französische Überseegebiet.,Territorio de ultramar de Francia.,Territoire français d'outre-mer.,Fransk oversjøisk territorium i det sørvestlige Stillehavet.,Nouméa,Nouméa,Numea,Nouméa,Nouméa,,,,,,,,,,,"<img src=""ug-flag-new_caledonia.svg"" />",,,,,,"<img src=""ug-map-new_caledonia.png"" />",UG::Oceania
kX]hN=_.c-,Niue,Niue,Niue,Niue,Niue,,,,,,Alofi,Alofi,Alofi,Alofi,Alofi,,,,,,,,,,,"<img src=""ug-flag-niue.svg"" />",,,,,,"<img src=""ug-map-niue.png"" />","UG::Oceania, UG::Sovereign_State"
"r/B|ra%L,.",Northern Cyprus,Nordzypern,Chipre del Norte,Chypre du Nord,Nord-Kypros,State recognised only by Turkey and claimed by Cyprus.,Staat nur von der Türkei anerkannt und von Zypern beansprucht.,Estado reconocido solo por Turquía y reclamado por Chipre.,État reconnu uniquement par la Turquie et revendiqué par Chypre.,Selverklært øyrepublikk på Kypros som bare Tyrkia anerkjenner.,North Nicosia,Nord-Nikosia,Nicosia del Norte,Nicosie-Nord,Nord-Nikosia,,,,,,,,,,,"<img src=""ug-flag-northern_cyprus.svg"" />",,,,,,"<img src=""ug-map-northern_cyprus.png"" />","UG::Asia, UG::Mediterranean, UG::Middle_East, UG::Sovereign_State"
b[(2`4t&?J,Saint Kitts and Nevis,St. Kitts und Nevis,San Cristóbal y Nieves,Saint-Christophe-et-Niévès,Saint Kitts og Nevis,,,,,,Basseterre,Basseterre,Basseterre,Basseterre,Basseterre,,,,,,,,,,,"<img src=""ug-flag-saint_kitts_and_nevis.svg"" />",,,,,,"<img src=""ug-map-saint_kitts_and_nevis.png"" />","UG::Caribbean, UG::North_America, UG::Sovereign_State"
qvITjNxkLN,Samoa,Samoa,Samoa,Samoa,Samoa,,,,,,Apia,Apia,Apia,Apia,Apia,,,,,,,,,,,"<img src=""ug-flag-samoa.svg"" />",,,,,,"<img src=""ug-map-samoa.png"" />","UG::Oceania, UG::Sovereign_State"
jX=#G8wu#(,Somaliland,Somaliland,Somalilandia,Somaliland,Somaliland,Independent state claimed by Somalia.,"Unabhängiger Staat, von Somalia beansprucht.",Estado independiente reclamado por Somalia.,État indépendant revendiqué par la Somalie.,"Utbryterrepublikk i Somalia. Fungerer som selvstendig stat, men ikke anerkjent av andre.",Hargeisa,Hargeysa,Hargeisa,Hargeisa,Hargeisa,,,,,,,,,,,"<img src=""ug-flag-somaliland.svg"" />",,,,,,"<img src=""ug-map-somaliland.png"" />","UG::Africa, UG::East_Africa, UG::Sovereign_State"
l&#7I)Ah/E,South Sudan,Südsudan,Sudán del Sur,Soudan du Sud,Sør-Sudan,,,,,,Juba,Juba,Yuba,Djouba,Juba,,,,,,,,,,,"<img src=""ug-flag-south_sudan.svg"" />",,,,,,"<img src=""ug-map-south_sudan.png"" />","UG::Africa, UG::East_Africa, UG::Sovereign_State"
